CODE,LOCATIONNAME,PRICE,AREA,ROOMNUMBER,BATHNUMBER,STATUS,STUDIO,ISPENTHOUSE,DUPLEX,SWIMMINGPOOL,ELEVATOR,X,Y
1660338810675029591,Berruguete,376000,105,4,2,Second hand / Good state,0,0,0,0,1,440484,4478708
9223372036854775807,Chueca-Justicia,137000,20,0,1,Second hand / Good state,1,0,0,0,1,440675,4474893
9223372036854775807,San Andrés,131000,80,3,1,Second hand / Good state,0,0,0,0,0,440124,4466209
6604113414107126709,Guindalera,687000,175,4,3,Second hand / Good state,0,0,0,0,1,443935,4476907
3634807937312354843,Almendrales,200000,110,4,1,Second hand / Needs reformation,0,0,0,0,1,440704,4470554
9223372036854775807,Los Rosales,284000,125,4,2,Second hand / Unknown,0,0,0,0,1,441723,4467881
1204003270479306126,Goya,971000,120,2,2,Second hand / Good state,0,0,0,0,1,442336,4474941
3553826863369756020,Campamento,146000,70,3,1,Second hand / Good state,0,0,0,0,0,434675,4472171
4919116143733955629,Ibiza,1112000,130,2,2,Second hand / Good state,0,0,1,1,1,442535,4474503
9038094573918808110,Vallehermoso,418000,90,3,1,Second hand / Good state,0,0,0,0,1,440030,4476782
2722914116285487265,Cuzco-Castillejos,323000,65,1,1,Second hand / Good state,0,0,0,0,1,441228,4479442
6762623901441488111,Nuevos Ministerios-Ríos Rosas,514000,100,3,1,Second hand / Unknown,0,0,0,0,0,440798,4476708
9223372036854775807,San Isidro,91000,30,1,1,Second hand / Unknown,0,0,0,0,1,438507,4471838
9223372036854775807,San Pascual,249000,65,1,1,Second hand / Good state,0,0,0,1,1,444664,4477192
6962163678809210633,Niño Jesús,1413000,255,5,4,Second hand / Good state,0,0,0,0,1,443087,4473507
9191760576778353780,Casco Histórico de Vallecas,154000,70,3,1,Second hand / Good state,0,0,0,0,0,447407,4469398
9223372036854775807,Ibiza,913000,200,4,3,Second hand / Needs reformation,0,0,0,0,1,442748,4474578
9223372036854775807,Amposta,156000,80,2,1,Second hand / Good state,0,0,0,0,0,447146,4475242
3435029137253147893,Lista,731000,130,4,2,Second hand / Good state,0,0,0,0,1,442788,4476178
9223372036854775807,Orcasitas,120000,95,3,2,Second hand / Good state,0,0,0,1,1,439825,4468480
9223372036854775807,Opañel,219000,70,3,1,Second hand / Needs reformation,0,0,0,0,1,439332,4472018
8692829916809868979,Goya,532000,75,2,2,Second hand / Good state,0,0,0,0,1,443244,4475352
9223372036854775807,Ventas,187000,90,3,1,Second hand / Good state,0,0,0,0,1,445005,4475420
9223372036854775807,Valdezarza,282000,85,2,1,Second hand / Unknown,0,0,0,0,1,439036,4479456
9223372036854775807,Amposta,121000,50,2,1,Second hand / Needs reformation,0,0,0,0,0,447366,4475358
9223372036854775807,Malasaña-Universidad,293000,65,1,1,Second hand / Good state,0,1,0,0,0,440200,4475543
6901069253927589172,San Andrés,168000,70,3,1,Second hand / Good state,0,0,0,0,0,439586,4466470
9223372036854775807,Cuatro Caminos,214000,45,1,1,Second hand / Good state,0,0,0,0,0,440770,4478013
9223372036854775807,Pueblo Nuevo,174000,65,2,1,Second hand / Good state,0,0,0,0,1,446026,4475698
7436466578259129383,La Paz,617000,240,3,3,Second hand / Good state,0,0,0,1,1,440982,4481009
8264909578737959177,Fuente del Berro,238000,55,1,1,Second hand / Needs reformation,0,0,0,0,0,443615,4475068
3704711845246744730,Colina,155000,40,1,1,Second hand / Unknown,0,0,0,0,1,443823,4478489
9223372036854775807,Berruguete,174000,65,2,1,Second hand / Needs reformation,0,0,0,0,0,440025,4479030
9223372036854775807,Valdeacederas,381000,80,2,2,Second hand / Good state,0,0,1,0,1,440658,4479277
9223372036854775807,Nueva España,1887000,350,5,4,Second hand / Good state,0,0,0,1,1,442219,4479413
9223372036854775807,Delicias,260000,60,1,1,Second hand / Good state,0,0,0,1,1,441360,4471679
6893163786429690698,San Andrés,118000,85,3,1,Second hand / Good state,0,0,0,0,0,440035,4466125
9223372036854775807,Zofío,95000,65,2,1,Second hand / Good state,0,0,0,0,0,439414,4469972
9223372036854775807,Huertas-Cortes,1814000,260,4,4,Second hand / Good state,0,0,0,0,1,440837,4474013
9223372036854775807,Pavones,199000,100,3,1,Second hand / Needs reformation,0,0,0,0,1,446137,4472456
180877843617084134,Lucero,124000,105,3,1,Second hand / Good state,0,0,0,0,1,436341,4472478
9223372036854775807,Malasaña-Universidad,493000,110,3,2,Second hand / Good state,0,0,0,0,0,440179,4475221
9223372036854775807,Fuente del Berro,296000,80,2,1,Second hand / Good state,0,0,0,0,1,443519,4475197
1252154957469410638,San Juan Bautista,1518000,250,5,4,Second hand / Good state,0,0,0,1,1,444519,4478069
6629395651070971362,Lista,1493000,215,2,2,Second hand / Good state,0,0,0,0,1,442449,4476374
9223372036854775807,Acacias,453000,90,2,2,Second hand / Good state,0,0,0,1,1,440165,4472665
9223372036854775807,Huertas-Cortes,833000,160,6,2,Second hand / Needs reformation,0,0,0,0,1,440750,4473992
5248954851336989185,Ventas,283000,85,2,2,Second hand / Good state,0,0,0,0,1,444314,4474823
8310078948473640722,Bernabéu-Hispanoamérica,409000,85,2,1,Second hand / Needs reformation,0,0,0,0,1,442289,4478411
2152239396571153011,Rejas,176000,115,3,1,Second hand / Needs reformation,0,0,0,0,1,449625,4477565
6764367199855909466,Aluche,112000,45,0,1,Second hand / Good state,1,0,0,0,0,435036,4471712
604167871123151017,Malasaña-Universidad,217000,30,1,1,Second hand / Good state,0,0,0,0,0,440414,4475037
9223372036854775807,Bellas Vistas,274000,120,3,2,Second hand / Needs reformation,0,0,0,0,1,440094,4478690
9223372036854775807,Quintana,383000,190,6,2,Second hand / Needs reformation,0,0,1,0,0,445429,4476668
7294637730691573856,San Andrés,95000,55,1,1,Second hand / Good state,0,0,0,0,0,439310,4466778
1531070088015602402,Palacio,369000,85,1,1,Second hand / Good state,0,0,0,0,1,439521,4473290
9223372036854775807,Puerta del Ángel,184000,80,2,1,Second hand / Good state,0,0,0,0,0,437948,4473393
9223372036854775807,Vallehermoso,980000,105,3,2,Second hand / Good state,0,0,0,0,1,440184,4477603
2001139188846454701,Lavapiés-Embajadores,427000,95,3,1,Second hand / Good state,0,0,0,0,1,439886,4473364
9223372036854775807,La Paz,168000,50,2,1,Second hand / Good state,0,0,0,0,1,440845,4481136
5470975159197862840,Lavapiés-Embajadores,647000,175,5,1,Second hand / Unknown,0,0,0,0,0,440936,4473581
9223372036854775807,Sol,1390000,210,4,4,Second hand / Good state,0,1,0,0,1,440442,4474179
3317895452410781361,Ciudad Jardín,374000,95,3,1,Second hand / Good state,0,0,0,0,1,442954,4477501
9223372036854775807,Comillas,160000,55,1,1,Second hand / Good state,0,0,0,0,0,439619,4471977
9223372036854775807,Ciudad Jardín,153000,40,1,1,Second hand / Needs reformation,0,0,0,0,0,442815,4477701
9223372036854775807,Huertas-Cortes,426000,75,1,1,Second hand / Good state,0,0,0,0,1,440734,4473783
7795785467549912037,Valdeacederas,133000,45,1,1,Second hand / Good state,0,0,0,0,1,440913,4479767
9223372036854775807,Lavapiés-Embajadores,114000,35,0,1,Second hand / Good state,1,0,0,0,0,440285,4473645
5600003613421099105,Virgen del Cortijo - Manoteras,347000,120,3,2,Second hand / Needs reformation,0,0,0,0,1,443240,4482179
2828982815173050068,Vista Alegre,142000,80,2,1,Second hand / Needs reformation,0,0,0,0,0,437180,4471328
9048011447855885420,Lista,1653000,200,2,2,Second hand / Good state,0,0,0,0,1,442455,4476331
9223372036854775807,Pilar,240000,115,2,2,Second hand / Good state,0,0,1,0,1,439558,4481155
9223372036854775807,Malasaña-Universidad,159000,35,2,1,Second hand / Good state,0,0,0,0,1,440302,4475438
2249490355649438290,San Diego,159000,60,2,1,Second hand / Good state,0,0,0,0,0,443463,4470947
8177063115721289948,Peñagrande,285000,80,3,1,Second hand / Good state,0,0,0,0,1,439005,4481263
9223372036854775807,Entrevías,116000,70,3,1,Second hand / Good state,0,0,0,0,1,442703,4470192
9223372036854775807,Pacífico,844000,230,6,2,Second hand / Good state,0,0,1,1,1,442879,4473057
3065646088670100257,Chueca-Justicia,1506000,225,5,4,Second hand / Good state,0,0,0,0,1,441049,4475384
9223372036854775807,Simancas,292000,165,4,3,Second hand / Good state,0,1,0,0,0,446933,4476472
9223372036854775807,Palos de Moguer,344000,85,3,2,Second hand / Good state,0,0,0,0,1,441381,4472690
2028333120397011220,Almendrales,109000,65,2,1,Second hand / Good state,0,0,0,0,0,440595,4470325
9223372036854775807,Palacio,1011000,150,2,2,Second hand / Good state,0,0,0,0,1,439674,4473872
9223372036854775807,San Pascual,295000,50,1,1,Second hand / Good state,0,0,0,1,1,445024,4477350
9223372036854775807,Águilas,140000,70,3,1,Second hand / Good state,0,0,0,0,1,434243,4470257
9223372036854775807,Malasaña-Universidad,391000,110,3,2,Second hand / Unknown,0,0,0,0,1,440104,4475081
9223372036854775807,Sanchinarro,305000,80,2,2,Second hand / Good state,0,0,0,1,1,444202,4481907
1072376527964502259,Chueca-Justicia,130000,55,2,1,Second hand / Good state,0,0,0,0,0,440661,4474692
6138804253426164863,Lavapiés-Embajadores,322000,70,4,1,Second hand / Good state,0,0,0,0,1,439894,4473162
9223372036854775807,Palomeras Bajas,72000,50,2,1,Second hand / Unknown,0,0,0,0,0,444501,4470964
3109504554469834172,Numancia,147000,70,3,1,Second hand / Good state,0,0,0,0,0,444435,4471448
5992299075975629618,Lucero,442000,130,4,2,Second hand / Good state,0,0,0,1,1,435769,4472745
9223372036854775807,Ambroz,113000,75,3,1,Second hand / Needs reformation,0,0,0,0,0,447799,4473105
7027196391020926629,Las Tablas,360000,75,2,2,Second hand / Good state,0,0,0,1,1,442962,4483353
9223372036854775807,Fuente del Berro,353000,85,3,2,Second hand / Good state,0,0,0,0,1,443308,4475146
4598876284234924261,San Diego,137000,50,1,1,Second hand / Good state,0,0,0,0,1,443280,4470868
9223372036854775807,La Paz,433000,120,4,2,Second hand / Needs reformation,0,0,0,1,1,440236,4481760
9223372036854775807,Casco Histórico de Vallecas,192000,70,2,2,Second hand / Good state,0,0,0,0,1,447160,4469517
8524374395715031130,San Diego,93000,60,2,1,Second hand / Unknown,0,0,0,0,0,443125,4470658
9223372036854775807,Abrantes,152000,85,2,1,Second hand / Good state,0,0,0,0,1,438624,4470597
9223372036854775807,Encinar de los Reyes,296000,95,0,1,Second hand / Good state,1,0,0,0,1,445188,4483547
9223372036854775807,Ventilla-Almenara,184000,95,2,1,Second hand / Good state,0,0,0,0,1,440964,4480096
9223372036854775807,Prosperidad,237000,85,1,1,Second hand / Good state,0,0,0,0,1,443798,4477636
9223372036854775807,Guindalera,340000,50,2,1,Second hand / Good state,0,0,0,0,1,442971,4476638
8080077125023544081,Nuevos Ministerios-Ríos Rosas,443000,100,3,2,Second hand / Good state,0,0,0,0,1,440918,4477172
5989349201556976208,Trafalgar,224000,40,1,1,Second hand / Good state,0,0,0,0,1,440430,4476260
9223372036854775807,San Andrés,109000,65,2,1,Second hand / Good state,0,0,0,0,0,439787,4466169
9223372036854775807,El Viso,367000,70,1,1,Second hand / Good state,0,0,0,0,1,442079,4477157
5189625898245618338,Castilla,288000,60,2,1,Second hand / Good state,0,0,0,0,1,441928,4479923
9223372036854775807,Nueva España,409000,75,2,1,Second hand / Good state,0,0,0,0,1,442294,4479444
9223372036854775807,Castilla,627000,160,4,2,Second hand / Good state,0,0,0,0,1,441903,4480031
9223372036854775807,San Cristóbal,86000,60,3,1,Second hand / Good state,0,0,0,0,0,441681,4466111
3433424820088549591,Fuente del Berro,212000,50,1,1,Second hand / Good state,0,0,0,0,1,443812,4475369
2935487910382189130,Casa de Campo,306000,110,4,1,Second hand / Needs reformation,0,0,0,0,1,437806,4475569
8085625935162417644,Goya,573000,135,3,2,Second hand / Good state,0,0,0,0,0,442875,4475246
9223372036854775807,Chueca-Justicia,447000,130,5,1,Second hand / Unknown,0,0,0,0,0,440579,4475052
8376093983925094257,Ventas,163000,55,2,1,Second hand / Good state,0,0,0,0,0,445002,4475842
182362822190257748,Pacífico,365000,95,2,2,Second hand / Good state,0,0,0,0,1,442903,4472699
9223372036854775807,Huertas-Cortes,887000,170,3,2,Second hand / Good state,0,1,0,0,1,440910,4473668
8480384636181931042,San Isidro,109000,75,3,1,Second hand / Unknown,0,0,0,0,0,437177,4471613
9085381247107474485,Aluche,130000,55,1,1,Second hand / Good state,0,0,0,0,0,436848,4471510
8390205965203249326,Vista Alegre,123000,60,2,1,Second hand / Good state,0,0,0,0,0,437492,4470838
9223372036854775807,Ciudad Universitaria,55000,65,3,1,Second hand / Unknown,0,0,0,0,0,436517,4479539
9223372036854775807,San Cristóbal,93000,65,3,1,Second hand / Good state,0,0,0,0,1,441785,4466154
1842476398236242836,Pueblo Nuevo,163000,65,3,1,Second hand / Good state,0,0,0,0,1,445348,4475508
5736294559167785190,Zofío,128000,155,4,3,Second hand / Needs reformation,0,0,0,0,0,439205,4470214
9223372036854775807,Prosperidad,313000,90,4,1,Second hand / Needs reformation,0,0,0,0,1,442678,4476943
9223372036854775807,Fontarrón,280000,110,2,1,Second hand / Good state,0,0,0,0,1,445447,4472000
9223372036854775807,Simancas,128000,50,1,1,Second hand / Good state,0,0,0,0,0,446438,4475608
8580258006806161947,Sol,257000,40,1,1,Second hand / Good state,0,0,0,0,1,440339,4474011
9223372036854775807,Bellas Vistas,420000,115,3,2,Second hand / Good state,0,0,0,0,1,440380,4478042
7381428680555775450,Canillejas,127000,60,2,1,Second hand / Needs reformation,0,0,0,0,1,448312,4476472
9223372036854775807,Buena Vista,173000,55,1,1,Second hand / Good state,0,1,0,0,0,435491,4468681
3214308646571839272,Santa Eugenia,118000,85,3,1,Second hand / Needs reformation,0,0,0,0,0,448078,4470337
3568428388999901476,Las Tablas,495000,135,3,2,Second hand / Good state,0,0,0,1,1,443463,4484445
9195257106195187718,Ciudad Jardín,468000,90,3,2,Second hand / Good state,0,0,0,0,1,442830,4477788
8910784571142908116,Opañel,180000,45,1,1,Second hand / Good state,0,0,0,0,1,438215,4471375
4223346632205670491,Pinar del Rey,125000,50,2,1,Second hand / Needs reformation,0,0,0,0,0,444591,4480191
9223372036854775807,Puerta del Ángel,62000,45,1,1,Second hand / Needs reformation,0,0,0,0,0,437786,4473128
182739925962635210,Águilas,236000,120,4,2,Second hand / Good state,0,0,0,0,1,434480,4469859
9223372036854775807,Guindalera,240000,40,1,1,Second hand / Good state,0,0,0,0,1,442986,4476006
4733977823573649318,La Paz,620000,140,3,2,Second hand / Good state,0,0,0,1,1,440689,4481529
4487552193661148466,Valdeacederas,356000,105,2,2,Second hand / Good state,0,1,0,0,1,440600,4479923
9223372036854775807,Nuevos Ministerios-Ríos Rosas,357000,65,2,1,Second hand / Good state,0,0,0,0,1,440921,4476925
9223372036854775807,Arapiles,681000,100,0,2,Second hand / Unknown,1,0,0,0,0,439985,4475851
9223372036854775807,Salvador,197000,60,2,1,Second hand / Unknown,0,0,0,0,1,446536,4476783
9223372036854775807,San Fermín,232000,135,3,1,Second hand / Good state,0,0,0,0,0,441591,4468791
9223372036854775807,Huertas-Cortes,480000,100,3,1,Second hand / Good state,0,0,0,0,1,441161,4473520
9223372036854775807,Prosperidad,336000,105,2,1,Second hand / Good state,0,0,0,0,1,443018,4476986
9223372036854775807,Concepción,349000,105,4,2,Second hand / Good state,0,0,0,0,1,444061,4476042
9223372036854775807,Arapiles,372000,60,2,1,Second hand / Good state,0,0,0,0,1,439759,4476251
235468282029999978,Moscardó,152000,65,2,1,Second hand / Needs reformation,0,0,0,0,0,440002,4471192
9223372036854775807,Prosperidad,768000,155,3,2,Second hand / Good state,0,1,0,0,1,442927,4476732
6837388197071544750,Ventas,80000,65,3,1,Second hand / Needs reformation,0,0,0,0,0,444760,4475442
3504250129646279314,El Viso,1623000,230,4,4,Second hand / Good state,0,0,0,0,1,441835,4477514
127670911395600007,Fuente del Berro,241000,55,2,1,Second hand / Needs reformation,0,0,0,0,0,443596,4475014
9223372036854775807,Comillas,199000,75,2,1,Second hand / Good state,0,0,0,0,1,439337,4471714
9223372036854775807,Ensanche de Vallecas - La Gavia,179000,45,1,1,Second hand / Good state,0,0,0,1,1,449507,4467779
9223372036854775807,Casco Histórico de Vallecas,85000,60,3,1,Second hand / Good state,0,0,0,0,0,447182,4469574
9223372036854775807,Lista,395000,50,0,1,Second hand / Good state,1,0,0,1,1,442496,4475664
9223372036854775807,Berruguete,398000,90,4,2,Second hand / Good state,0,0,0,0,1,440424,4478727
565711003088722389,Valdezarza,364000,70,3,2,Second hand / Good state,0,0,0,1,1,438762,4479721
9223372036854775807,Malasaña-Universidad,246000,55,1,1,Second hand / Good state,0,0,0,0,0,440349,4475120
9223372036854775807,Pinar del Rey,284000,120,4,1,Second hand / Good state,0,0,0,0,1,446386,4480268
9223372036854775807,Guindalera,316000,85,3,1,Second hand / Good state,0,0,0,0,1,443059,4476298
58861469978461781,El Cañaveral - Los Berrocales,228000,110,3,2,New development,0,0,0,1,1,453517,4472482
7096814564909715380,Concepción,137000,40,1,1,Second hand / Good state,0,0,0,0,0,444152,4476288
2846156743865905801,Almendrales,150000,145,4,2,Second hand / Good state,0,0,0,0,0,440541,4470625
9223372036854775807,Recoletos,1657000,225,3,3,Second hand / Good state,0,0,0,0,1,442039,4475104
9223372036854775807,Goya,750000,125,3,2,Second hand / Good state,0,0,0,0,1,443131,4475241
9223372036854775807,Lista,922000,165,4,2,Second hand / Good state,0,0,0,0,1,442719,4476122
3269398931240966293,Recoletos,677000,85,2,2,Second hand / Good state,0,0,0,0,1,441846,4475439
817510485565041392,Huertas-Cortes,1294000,210,5,3,Second hand / Good state,0,0,0,0,1,441208,4473746
3012399190255910454,Prosperidad,356000,110,3,2,Second hand / Good state,0,0,0,0,1,442494,4476693
7869808932111354546,Castellana,654000,160,4,2,Second hand / Needs reformation,0,0,0,0,1,442227,4476320
9223372036854775807,Lista,437000,130,2,2,Second hand / Good state,0,0,0,0,1,442834,4475732
9223372036854775807,Lista,685000,130,4,1,Second hand / Good state,0,0,0,0,1,442702,4475933
9223372036854775807,Fuentelarreina,702000,225,4,3,Second hand / Good state,0,0,0,1,1,436954,4480770
556957718960898014,Recoletos,352000,65,1,1,Second hand / Good state,0,0,0,0,1,441984,4475373
9223372036854775807,Palacio,206000,60,2,1,Second hand / Needs reformation,0,0,0,0,1,439524,4473563
9223372036854775807,Peñagrande,127000,55,1,1,Second hand / Good state,0,0,0,0,1,438159,4480654
3530100705894186356,Butarque,180000,85,2,2,Second hand / Good state,0,0,0,0,1,442070,4467520
9223372036854775807,La Paz,714000,145,4,3,Second hand / Good state,0,0,0,1,1,441135,4481798
9223372036854775807,Moscardó,326000,105,2,2,Second hand / Good state,0,0,0,0,1,440350,4471483
9223372036854775807,Recoletos,1083000,215,4,4,Second hand / Good state,0,0,0,0,1,442221,4475008
1126400481507098000,Moscardó,190000,60,2,1,Second hand / Good state,0,1,0,0,1,440460,4471236
6873076666847123482,Guindalera,258000,45,2,2,Second hand / Good state,0,0,0,0,1,443148,4475876
2792325346351288175,Pilar,147000,60,2,1,Second hand / Good state,0,0,0,0,0,439787,4480808
9223372036854775807,Huertas-Cortes,636000,90,1,1,Second hand / Needs reformation,0,0,0,0,1,440856,4473998
9223372036854775807,Concepción,219000,85,3,1,Second hand / Unknown,0,1,0,0,1,444839,4476552
4023063706191920430,Águilas,158000,75,2,1,Second hand / Needs reformation,0,0,0,0,1,434660,4470069
9223372036854775807,Nuevos Ministerios-Ríos Rosas,376000,110,4,2,Second hand / Unknown,0,0,0,0,1,440815,4477264
9103689336819050437,Castellana,188000,50,1,1,Second hand / Unknown,0,0,0,0,1,442316,4476430
9223372036854775807,Adelfas,79000,45,2,1,Second hand / Unknown,0,0,0,0,0,443229,4472501
9223372036854775807,Guindalera,237000,110,4,2,Second hand / Unknown,0,0,0,0,1,443108,4475913
9223372036854775807,Quintana,231000,135,3,2,Second hand / Good state,0,0,0,0,0,444538,4476140
9223372036854775807,Chueca-Justicia,347000,100,2,2,Second hand / Good state,0,0,1,0,1,440897,4474844
8402869096189003845,Malasaña-Universidad,675000,165,3,2,Second hand / Good state,0,0,0,0,1,439870,4475599
9223372036854775807,Virgen del Cortijo - Manoteras,258000,80,1,1,Second hand / Unknown,0,0,0,0,1,443063,4482082
7820779964327047122,Palomas,830000,135,2,2,Second hand / Good state,0,1,1,1,1,447115,4478258
9223372036854775807,Salvador,135000,70,3,1,Second hand / Needs reformation,0,0,0,0,1,446411,4476785
9223372036854775807,Nueva España,428000,70,1,1,Second hand / Good state,0,0,0,0,1,441591,4479052
5179969165498358957,Argüelles,252000,95,3,2,Second hand / Needs reformation,0,0,0,0,1,439487,4475118
95393474942119071,Nueva España,340000,60,1,1,Second hand / Good state,0,0,0,0,1,441718,4479163
9223372036854775807,Bernabéu-Hispanoamérica,488000,120,3,2,Second hand / Good state,0,0,0,0,1,441605,4478419
6129595078258103297,Recoletos,722000,160,3,2,Second hand / Good state,0,0,0,0,1,441897,4475334
9033925789536616969,Tres Olivos - Valverde,244000,110,3,2,Second hand / Good state,0,0,0,1,0,441879,4483026
7988473629666234977,Arapiles,750000,215,4,4,Second hand / Needs reformation,0,0,0,0,1,439663,4475764
9223372036854775807,Ciudad Jardín,2538000,315,1,1,Second hand / Good state,0,0,0,0,1,442526,4478071
4924108855601792530,Recoletos,825000,245,5,2,Second hand / Needs reformation,0,0,0,0,1,442150,4475142
6518435127062054202,Chueca-Justicia,1590000,245,4,10,Second hand / Good state,0,0,0,0,0,441225,4474899
9223372036854775807,Niño Jesús,914000,170,5,4,Second hand / Needs reformation,0,0,0,0,1,442991,4473597
9223372036854775807,La Paz,897000,255,5,3,Second hand / Good state,0,0,0,1,1,441202,4481771
2516967008761621385,El Viso,1188000,145,2,1,Second hand / Good state,0,1,0,1,1,441952,4477854
9223372036854775807,Prosperidad,424000,70,1,1,Second hand / Good state,0,1,0,0,1,443279,4477244
4975095103712651692,Moscardó,62000,50,2,1,Second hand / Needs reformation,0,0,0,0,0,440592,4471174
5492899671261995756,Lista,588000,135,4,2,Second hand / Needs reformation,0,0,0,0,1,442879,4475930
9223372036854775807,Bernabéu-Hispanoamérica,730000,130,3,2,Second hand / Needs reformation,0,0,0,0,1,441726,4478527
9223372036854775807,Pinar del Rey,757000,165,4,3,Second hand / Good state,0,0,0,1,1,444242,4479722
3155748472666877325,Pilar,270000,75,3,1,Second hand / Good state,0,0,0,0,1,440075,4481035
9223372036854775807,Pinar del Rey,205000,60,2,1,Second hand / Good state,0,0,0,0,1,445986,4480488
447907177957408077,Vista Alegre,134000,75,2,1,Second hand / Good state,0,0,0,0,0,437341,4471457
9223372036854775807,Mirasierra,706000,180,3,3,Second hand / Good state,0,1,0,1,1,439827,4483369
9223372036854775807,El Viso,2523000,535,6,5,Second hand / Unknown,0,0,0,0,1,441474,4478074
9223372036854775807,Chopera,355000,105,3,2,Second hand / Good state,0,0,0,0,1,440419,4472059
9223372036854775807,Aravaca,758000,165,3,2,Second hand / Unknown,0,0,0,1,1,432370,4479193
2536083020053151611,Argüelles,2116000,465,5,3,Second hand / Needs reformation,0,0,0,0,1,438983,4475427
9223372036854775807,Palomeras Bajas,271000,125,3,2,Second hand / Good state,0,0,0,0,1,444437,4470315
9223372036854775807,Goya,1973000,485,6,4,Second hand / Needs reformation,0,0,0,0,1,442657,4474823
9223372036854775807,Guindalera,351000,85,4,2,Second hand / Needs reformation,0,0,0,0,1,443661,4476511
9223372036854775807,Imperial,291000,75,2,1,Second hand / Needs reformation,0,0,0,0,1,439201,4473370
9223372036854775807,Valdebebas - Valdefuentes,403000,125,3,2,Second hand / Good state,0,0,0,1,1,446581,4480896
9223372036854775807,Guindalera,642000,165,3,2,Second hand / Good state,0,0,0,0,1,443327,4475951
9223372036854775807,Tres Olivos - Valverde,226000,80,3,1,Second hand / Good state,0,0,0,0,1,441596,4481973
9223372036854775807,Zofío,114000,75,3,1,Second hand / Needs reformation,0,0,0,0,1,439361,4470646
7979052028173481262,Pilar,139000,60,2,1,Second hand / Good state,0,0,0,0,1,439543,4480823
9223372036854775807,Cuzco-Castillejos,1098000,340,7,5,Second hand / Good state,0,1,0,0,1,441336,4478938
7162855951427338947,San Diego,154000,65,3,2,Second hand / Good state,0,0,0,0,0,443080,4471686
9223372036854775807,Cuzco-Castillejos,915000,120,4,3,Second hand / Good state,0,0,0,1,1,441524,4479323
9223372036854775807,Palacio,290000,80,2,1,Second hand / Good state,0,0,0,0,0,439698,4473721
9223372036854775807,Almendrales,110000,55,2,1,Second hand / Needs reformation,0,0,0,0,0,440202,4470289
5459277145876960255,Estrella,662000,185,5,3,Second hand / Good state,0,0,0,0,1,443836,4474419
9223372036854775807,San Diego,148000,45,1,1,Second hand / Good state,0,0,0,0,1,443445,4470645
4751961745582209006,Castilla,869000,185,4,3,Second hand / Good state,0,0,0,0,1,441649,4479897
9223372036854775807,San Diego,123000,65,2,1,Second hand / Good state,0,0,0,0,1,443177,4471341
9223372036854775807,Guindalera,271000,60,1,1,Second hand / Good state,0,0,0,0,1,443138,4476093
8910791824208484082,Entrevías,81000,70,3,1,Second hand / Unknown,0,0,0,0,0,443087,4469361
3578979001925366937,Palomeras Bajas,172000,85,3,1,Second hand / Unknown,0,0,0,0,1,444356,4470517
4436647584591103486,Trafalgar,1251000,280,4,3,Second hand / Good state,0,0,0,0,1,440564,4475789
9223372036854775807,Pueblo Nuevo,286000,95,2,2,Second hand / Good state,0,0,0,1,1,446645,4474573
7135831019210839512,Los Rosales,121000,80,3,1,Second hand / Good state,0,0,0,0,0,441209,4466891
8338563403616299844,12 de Octubre-Orcasur,143000,110,3,2,Second hand / Good state,0,0,0,0,1,440290,4468931
9223372036854775807,Chopera,421000,130,4,2,Second hand / Good state,0,0,0,0,1,440534,4472223
9223372036854775807,San Juan Bautista,1130000,260,3,2,Second hand / Good state,0,1,1,1,1,444442,4478589
9223372036854775807,Aluche,120000,60,2,1,Second hand / Good state,0,0,0,0,0,436792,4471446
9223372036854775807,Palacio,911000,180,3,3,Second hand / Good state,0,0,0,0,1,439463,4473675
9223372036854775807,Castilla,811000,180,4,3,Second hand / Good state,0,0,0,1,1,442549,4480462
9223372036854775807,Cuzco-Castillejos,462000,100,3,2,Second hand / Good state,0,0,0,0,1,440866,4478748
3487739442673189409,San Juan Bautista,308000,65,1,1,Second hand / Good state,0,0,0,0,1,444183,4478416
9223372036854775807,Bellas Vistas,742000,530,0,2,Second hand / Unknown,1,0,0,0,0,440031,4478247
9223372036854775807,Moscardó,163000,80,2,1,Second hand / Good state,0,1,0,0,0,440322,4470903
9223372036854775807,Quintana,492000,165,4,2,Second hand / Needs reformation,0,0,0,0,1,445268,4476726
1215149730154172090,El Viso,2536000,440,4,5,Second hand / Good state,0,0,0,0,1,441456,4477909
9223372036854775807,Bernabéu-Hispanoamérica,322000,90,3,1,Second hand / Needs reformation,0,0,0,0,1,442568,4478616
9223372036854775807,Bernabéu-Hispanoamérica,1281000,265,4,3,Second hand / Needs reformation,0,0,0,0,1,441784,4478212
9223372036854775807,Puerta Bonita,161000,80,2,1,Second hand / Good state,0,0,0,0,0,437044,4470253
9223372036854775807,Palacio,949000,160,3,3,Second hand / Good state,0,0,0,0,1,439742,4474108
9223372036854775807,Goya,1174000,185,4,4,Second hand / Good state,0,0,0,0,1,442988,4475172
2669891121392192437,Lista,475000,95,1,2,Second hand / Good state,0,0,1,0,1,442840,4476035
2671752638331434208,Los Ángeles,76000,65,2,1,Second hand / Good state,0,0,0,0,1,440673,4468294
9223372036854775807,Pradolongo,83000,70,2,1,Second hand / Good state,0,0,0,0,0,440044,4470276
2392666213555980561,Palomeras sureste,259000,90,2,2,Second hand / Good state,0,0,0,1,1,446275,4470285
